source_lang,source_form,source_ipa,target_form,target_ipa,process,provenance,note
und,Melbourne,,მელბურნი,mɛlburni,epenthesis;length,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; long /ɜː/ -> u; final -i"
und,Minsk,,მინსკი,minskʼi,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i after nsk cluster"
und,Montreal,,მონრეალი,mɔnrɛɑli,epenthesis;vowel,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i; ea as hiatus"
und,Moscow,,მოსკოვი,mɔskʼɔvi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Russian form; /k/ -> ejective k'; final /v/"
und,Munich,,მიუნხენი,miunxɛni,substitution;vowel,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",German Muenchen; front rounded /y/ -> iu; /C/ -> kh
und,Munster,,მანსტერი,mɑnstʼɛri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish province; /st/ -> st'"
und,New York City,,ნიუ-იორკი,niu iɔrkʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /nj/ -> niu; /k/ -> ejective k'"
und,Oscar Wilde,,ოსკარ უაილდი,ɔskʼɑr uɑildi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /w/ -> u before /aI/; /sk/ -> sk'; only last word takes -i"
und,Oslo,,ოსლო,ɔslɔ,none,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",vowel-final: no -i; sl cluster kept
und,Oxford,,ოქსფორდი,ɔkʰspʰɔrdi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /ks/ -> k(aspirate)+s; /f/ -> p (aspirate); ksp cluster kept"
und,Paris,,პარიზი,pʼɑrizi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /p/ -> ejective p'; final /s/ -> z (Russian-mediated (route inferred, not established by the title pair))"
und,Philadelphia,,ფილადელფია,pʰilɑdɛlpʰiɑ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",both /f/ -> p (aspirate); vowel-final: no -i
und,Prague,,პრაღა,pʼrɑɣɑ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/g/ -> gh (Russian Praga via ghain?); vowel-final
und,Reykjavík,,რეიკიავიკი,rɛikʼiɑvikʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /k/ -> ejective k'; /j/ -> i"
und,Rotterdam,,როტერდამი,rɔtʼɛrdɑmi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /t/ -> ejective t'; geminate tt simplified"
und,Saint Petersburg,,სანქტ-პეტერბურგი,sɑnkʰtʼ pʼɛtʼɛrburɡi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; sankt' with bare final t' on non-final element; /p t/ -> ejectives"
und,Samuel Beckett,,სემიუელ ბეკეტი,sɛmiuɛl bɛkʼɛtʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /k/ -> ejective k'; only last word takes -i"
und,San Francisco,,სან-ფრანცისკო,sɑn pʰrɑntsʰiskʼɔ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/f/ -> p (aspirate); /k/ -> ejective k'; vowel-final: no -i
und,Scotland,,შოტლანდია,ʃɔtʼlɑndiɑ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/sk/ -> sk'? here sh-o-t'-l: /sk/ actually rendered sh (Russian Shotlandiya); vowel-final -ia
und,Seamus Heaney,,შეიმას ჰინი,ʃɛimɑs hini,epenthesis;substitution;vowel,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish names; /S/ -> sh; /h/ -> h; long /iː/ -> i"
und,Sherlock Holmes,,შერლოკ ჰოლმზი,ʃɛrlɔkʼ hɔlmzi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /h/ -> h; /k/ -> ejective k'; final /s/ -> z"
und,Sinéad O'Connor,,შინეიდ ო’კონორი,ʃinɛid ɔ kʼɔnɔri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish name; /S/ -> sh; /k/ -> ejective k'; apostrophe kept in Georgian orthography; Georgian title keeps the orthographic apostrophe U+2019, which is not a segment - rendered here as a word boundary"
und,Stockholm,,სტოკჰოლმი,stʼɔkʼhɔlmi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /st/ -> st'; /k/ -> ejective k'; /h/ -> h; k'h sequence kept"
und,Sydney,,სიდნეი,sidnɛi,substitution;vowel,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",dn cluster kept; final /i/ -> ei
und,Taxi,,ტაქსი,tʼɑkʰsi,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/t/ -> ejective t'; /ks/ -> k(aspirate)+s
und,Tehran,,თეირანი,tʰɛirɑni,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /t/ -> aspirate t; /h/ dropped, ei hiatus"
und,Telephone,,ტელეფონი,tʼɛlɛpʰɔni,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; common noun; /t/ -> ejective t'; /f/ -> p (aspirate)"
und,Television,,ტელევიზია,tʼɛlɛviziɑ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/t/ -> ejective t'; /Z/ -> zi; vowel-final -ia
und,Texas,,ტეხასი,tʼɛxɑsi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /t/ -> ejective t'; /ks/ -> kh (velar fricative), not k+s"
und,Toronto,,ტორონტო,tʼɔrɔntʼɔ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/t/ -> ejective t' twice; vowel-final: no -i
und,University,,უნივერსიტეტი,univɛrsitʼɛtʼi,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",common noun; /v/ -> v; /t/ -> ejective t' twice; already i-final
und,Vancouver,,ვანკუვერი,vɑnkʼuvɛri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /v/ -> v; /k/ -> ejective k'"
und,Vienna,,ვენა,vɛnɑ,none,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",vowel-final: no -i
und,Vladimir Putin,,ვლადიმერ პუტინი,vlɑdimɛr pʼutʼini,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Russian; /p t/ -> ejectives; vl- onset kept"
und,W. B. Yeats,,უილიამ ბატლერ იეიტსი,uiliɑm bɑtʼlɛr iɛitʼsi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /w/ -> u; /j/ -> i; ts kept as t'+s"
und,Wales,,უელსი,uɛlsi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /w/ -> u (not v); final /z/ -> s"
und,Warsaw,,ვარშავა,vɑrʃɑvɑ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/w/ -> v initially; vowel-final: no -i
und,William Shakespeare,,უილიამ შექსპირი,uiliɑm ʃɛkʰspʼiri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /w/ -> u; /S/ -> sh; /k/ -> aspirate k; ksp' cluster kept"
und,Winston Churchill,,უინსტონ ჩერჩილი,uinstʼɔn tʃʰɛrtʃʰili,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /w/ -> u; /st/ -> st'; both /tS/ -> ch"
und,Wolfgang Amadeus Mozart,,ვოლფგანგ ამადეუს მოცარტი,vɔlpʰɡɑnɡ ɑmɑdɛus mɔtsʰɑrtʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /w/ -> v initially; /f/ -> p (aspirate); /N/ -> ng; /ts/ -> ts; only last word takes -i"
und,Yerevan,,ერევანი,ɛrɛvɑni,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i"
und,Zurich,,ციურიხი,tsʰiurixi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /ts/ -> ts (aspirate); /C/ -> kh"
