"Rob Goedemans, Harry van der Hulst. 2013. Fixed Stress Locations."
"In: Dryer, Matthew S. & Haspelmath, Martin (eds.)"
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
"(Available online at http://wals.info/chapter/14, Accessed on 2026-08-25.)"
""
wals code,name,value,description,latitude,longitude,genus,family,area
grr,Garrwa,2,Initial,-17.0833333333,137.166666667,Garrwan,Garrwan,Phonology
gay,Gayo,1,No fixed stress,4.5,97.5,Northwest Sumatra-Barrier Islands,Austronesian,Phonology
geo,Georgian,5,Antepenultimate,42.0,44.0,Kartvelian,Kartvelian,Phonology
ger,German,1,No fixed stress,52.0,10.0,Germanic,Indo-European,Phonology
gid,Gidabal,2,Initial,-28.4166666667,152.416666667,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
god,Godoberi,1,No fixed stress,42.6666666667,46.0833333333,Avar-Andic-Tsezic,Nakh-Daghestanian,Phonology
goo,Gooniyandi,2,Initial,-18.3333333333,126.333333333,Bunuban,Bunuban,Phonology
gor,Gorowa,1,No fixed stress,-4.5,36.5,Southern Cushitic,Afro-Asiatic,Phonology
grb,Grebo,1,No fixed stress,5.0,-8.0,Kru,Niger-Congo,Phonology
grk,Greek (Modern),5,Antepenultimate,39.0,22.0,Greek,Indo-European,Phonology
grw,Greenlandic (West),7,Ultimate,64.0,-51.0,Eskimo,Eskimo-Aleut,Phonology
gua,Guaraní,7,Ultimate,-26.0,-56.0,Maweti-Guarani,Tupian,Phonology
gug,Gugada,2,Initial,-30.0,134.0,Western Pama-Nyungan,Pama-Nyungan,Phonology
guj,Gujarati,1,No fixed stress,23.0,72.0,Indic,Indo-European,Phonology
guu,Guugu Yimidhirr,2,Initial,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,Phonology
hno,Haida (Northern),1,No fixed stress,54.0,-132.5,Haida,Haida,Phonology
hln,Halang,7,Ultimate,14.5,107.5,Bahnaric,Austro-Asiatic,Phonology
hnn,Hanunóo,6,Penultimate,12.3333333333,121.25,Greater Central Philippine,Austronesian,Phonology
haw,Hawaiian,6,Penultimate,19.5833333333,-155.5,Oceanic,Austronesian,Phonology
heb,Hebrew (Modern),7,Ultimate,31.5,34.8333333333,Semitic,Afro-Asiatic,Phonology
hin,Hindi,1,No fixed stress,25.0,77.0,Indic,Indo-European,Phonology
hix,Hixkaryana,1,No fixed stress,-1.0,-59.0,Cariban,Cariban,Phonology
hop,Hopi,1,No fixed stress,36.0,-110.0,Northern Uto-Aztecan,Uto-Aztecan,Phonology
htc,Huastec,1,No fixed stress,22.0833333333,-99.3333333333,Mayan,Mayan,Phonology
hmu,Huitoto (Muinane),2,Initial,-2.41666666667,-71.0,Witoto,Witotoan,Phonology
hun,Hungarian,2,Initial,47.0,20.0,Ugric,Uralic,Phonology
hzb,Hunzib,1,No fixed stress,42.1666666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,Phonology
iaa,Iaai,2,Initial,-20.4166666667,166.583333333,Oceanic,Austronesian,Phonology
ice,Icelandic,2,Initial,65.0,-17.0,Germanic,Indo-European,Phonology
ind,Indonesian,6,Penultimate,0.0,106.0,Malayo-Sumbawan,Austronesian,Phonology
iga,Inga,1,No fixed stress,1.0,-77.0,Quechuan,Quechuan,Phonology
ing,Ingush,2,Initial,43.1666666667,45.0833333333,Nakh,Nakh-Daghestanian,Phonology
irq,Iraqw,1,No fixed stress,-4.0,35.5,Southern Cushitic,Afro-Asiatic,Phonology
irr,Irarutu,7,Ultimate,-3.0,133.5,South Halmahera - West New Guinea,Austronesian,Phonology
iri,Irish,2,Initial,53.0,-8.0,Celtic,Indo-European,Phonology
irm,Irish (Munster),1,No fixed stress,52.5,-9.0,Celtic,Indo-European,Phonology
ita,Italian,1,No fixed stress,43.0,12.0,Romance,Indo-European,Phonology
jak,Jakaltek,2,Initial,15.6666666667,-91.6666666667,Mayan,Mayan,Phonology
jaq,Jaqaru,6,Penultimate,-13.0,-76.0,Aymaran,Aymaran,Phonology
jav,Javanese,1,No fixed stress,-7.0,111.0,Javanese,Austronesian,Phonology
jum,Júma,6,Penultimate,-7.5,-64.0,Maweti-Guarani,Tupian,Phonology
kli,Kaili,6,Penultimate,-1.16666666667,120.0,Celebic,Austronesian,Phonology
kaw,Kaiwá,7,Ultimate,-23.0,-55.0,Maweti-Guarani,Tupian,Phonology
kal,Kalami,7,Ultimate,35.5,72.5,Indic,Indo-European,Phonology
klp,Kalapuya,2,Initial,44.5,-123.0,Kalapuyan,Kalapuyan,Phonology
kgu,Kalkatungu,2,Initial,-21.0,139.5,Northern Pama-Nyungan,Pama-Nyungan,Phonology
kam,Kambera,6,Penultimate,-9.83333333333,120.166666667,Central Malayo-Polynesian,Austronesian,Phonology
kra,Kara (in Papua New Guinea),1,No fixed stress,-2.83333333333,151.116666667,Oceanic,Austronesian,Phonology
krl,Karelian,2,Initial,64.0,32.0,Finnic,Uralic,Phonology
krk,Karok,1,No fixed stress,41.6666666667,-123.0,Karok,Hokan,Phonology
ksh,Kashaya,1,No fixed stress,38.6666666667,-123.333333333,Pomoan,Hokan,Phonology
kaj,Kaure,1,No fixed stress,-3.41666666667,140.083333333,Kaure,Kaure,Phonology
kws,Kawaiisu,1,No fixed stress,36.0,-117.5,Northern Uto-Aztecan,Uto-Aztecan,Phonology
kay,Kayardild,2,Initial,-17.05,139.5,Tangkic,Tangkic,Phonology
kei,Kei,7,Ultimate,-5.83333333333,132.916666667,Central Malayo-Polynesian,Austronesian,Phonology
kap,Kela (Apoze),5,Antepenultimate,-7.41666666667,147.083333333,Oceanic,Austronesian,Phonology
ker,Kera,1,No fixed stress,9.83333333333,15.0833333333,East Chadic,Afro-Asiatic,Phonology
ktn,Ketengban,1,No fixed stress,-4.5,140.5,Mek,Trans-New Guinea,Phonology
kew,Kewa,1,No fixed stress,-6.5,143.833333333,Enga_Kewa-Huli,Trans-New Guinea,Phonology
kha,Khalkha,1,No fixed stress,47.0,105.0,Mongolic,Altaic,Phonology
khs,Khasi,7,Ultimate,25.5,92.0,Khasian,Austro-Asiatic,Phonology
khm,Khmer,7,Ultimate,12.5,105.0,Khmer,Austro-Asiatic,Phonology
kmu,Khmu',7,Ultimate,21.0,102.0,Khmuic,Austro-Asiatic,Phonology
klv,Kilivila,1,No fixed stress,-8.5,151.083333333,Oceanic,Austronesian,Phonology
ksr,Kisar,6,Penultimate,-8.08333333333,127.116666667,Central Malayo-Polynesian,Austronesian,Phonology
kit,Kitsai,1,No fixed stress,31.8333333333,-96.5,Northern Caddoan,Caddoan,Phonology
klm,Klamath,1,No fixed stress,42.5,-121.5,Klamath-Modoc,Penutian,Phonology
koa,Koasati,1,No fixed stress,34.8333333333,-85.1666666667,Muskogean,Muskogean,Phonology
kob,Kobon,6,Penultimate,-5.16666666667,144.333333333,Kalam-Kobon,Trans-New Guinea,Phonology
koo,Kola,6,Penultimate,-5.5,134.5,Central Malayo-Polynesian,Austronesian,Phonology
kop,Komi-Permyak,1,No fixed stress,59.5,54.5,Permic,Uralic,Phonology
kon,Kongo,2,Initial,-5.0,15.0,Bantu,Niger-Congo,Phonology
kjo,Konjo,6,Penultimate,-5.46666666667,120.333333333,South Sulawesi,Austronesian,Phonology
kfe,Koromfe,2,Initial,14.25,-0.916666666667,Koromfe,Niger-Congo,Phonology
koy,Koya,2,Initial,17.5,81.3333333333,Dravidian,Dravidian,Phonology
kro,Krongo,1,No fixed stress,10.5,30.0,Kadugli,Kadu,Phonology
kya,Kuku-Yalanji,2,Initial,-16.0,145.0,Northern Pama-Nyungan,Pama-Nyungan,Phonology
kuz,Kulamanen,1,No fixed stress,7.75,125.0,Greater Central Philippine,Austronesian,Phonology
knm,Kunama,1,No fixed stress,14.5,37.0,Kunama,Kunama,Phonology
kjn,Kunjen,7,Ultimate,-16.5,142.5,Northern Pama-Nyungan,Pama-Nyungan,Phonology
kut,Kutenai,6,Penultimate,49.5,-116.0,Kutenai,Kutenai,Phonology
kuu,Kuuku Ya'u,1,No fixed stress,-12.5833333333,143.083333333,Northern Pama-Nyungan,Pama-Nyungan,Phonology
kwa,Kwaio,6,Penultimate,-8.95,161.0,Oceanic,Austronesian,Phonology
kwk,Kwakw'ala,1,No fixed stress,51.0,-127.0,Northern Wakashan,Wakashan,Phonology
lmh,Lamaholot,1,No fixed stress,-8.25,122.916666667,Central Malayo-Polynesian,Austronesian,Phonology
lmp,Lampung,7,Ultimate,-5.0,105.0,Lampungic,Austronesian,Phonology
lla,Lamu-Lamu,3,Second,-14.8333333333,144.5,Northern Pama-Nyungan,Pama-Nyungan,Phonology
lan,Lango,2,Initial,2.16666666667,33.0,Western Nilotic,Eastern Sudanic,Phonology
lar,Laragia,1,No fixed stress,-12.6666666667,130.833333333,Laragiya,Darwin Region,Phonology
lrk,Larike,6,Penultimate,-3.75,127.916666667,Central Malayo-Polynesian,Austronesian,Phonology
lat,Latvian,2,Initial,57.0,24.0,Baltic,Indo-European,Phonology
lje,Lauje,6,Penultimate,-0.5,120.0,Celebic,Austronesian,Phonology
lav,Lavukaleve,2,Initial,-9.08333333333,159.2,Lavukaleve,Solomons East Papuan,Phonology
len,Lenakel,6,Penultimate,-19.45,169.25,Oceanic,Austronesian,Phonology
let,Leti,1,No fixed stress,-8.2,127.666666667,Central Malayo-Polynesian,Austronesian,Phonology
lez,Lezgian,1,No fixed stress,41.6666666667,47.8333333333,Lezgic,Nakh-Daghestanian,Phonology
lit,Lithuanian,1,No fixed stress,55.0,24.0,Baltic,Indo-European,Phonology
liv,Liv,2,Initial,56.8333333333,24.0,Finnic,Uralic,Phonology
ara,Lokono,2,Initial,5.5,-55.1666666667,Antillean Arawakan,Arawakan,Phonology
lui,Luiseño,1,No fixed stress,33.3333333333,-117.166666667,Northern Uto-Aztecan,Uto-Aztecan,Phonology
luv,Luvale,6,Penultimate,-12.0,22.0,Bantu,Niger-Congo,Phonology
myn,Ma'anyan,6,Penultimate,-2.0,115.0,Barito,Austronesian,Phonology
mcd,Macedonian,5,Antepenultimate,41.6666666667,21.75,Slavic,Indo-European,Phonology
mac,Macushi,7,Ultimate,4.0,-60.0,Cariban,Cariban,Phonology
mdm,Madimadi,1,No fixed stress,-34.5,143.5,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
mae,Mae,5,Antepenultimate,-16.0,167.25,Oceanic,Austronesian,Phonology
mne,Maidu (Northeast),1,No fixed stress,40.0,-120.666666667,Maiduan,Penutian,Phonology
mrs,Mairasi,1,No fixed stress,-3.5,134.0,Mairasic,Mairasic,Phonology
mai,Maithili,1,No fixed stress,26.0,86.0,Indic,Indo-European,Phonology
mak,Makah,1,No fixed stress,48.3333333333,-124.666666667,Southern Wakashan,Wakashan,Phonology
mks,Makassar,6,Penultimate,-5.41666666667,119.583333333,South Sulawesi,Austronesian,Phonology
mlc,Malacca Creole,1,No fixed stress,2.2,102.25,Creoles and Pidgins,other,Phonology
mal,Malagasy,6,Penultimate,-20.0,47.0,Barito,Austronesian,Phonology
mlk,Malakmalak,1,No fixed stress,-13.4166666667,130.416666667,Northern Daly,Northern Daly,Phonology
mly,Malay,1,No fixed stress,3.0,102.0,Malayo-Sumbawan,Austronesian,Phonology
mym,Malayalam,1,No fixed stress,10.0,76.5,Dravidian,Dravidian,Phonology
mlt,Maltese,1,No fixed stress,35.9166666667,14.4166666667,Semitic,Afro-Asiatic,Phonology
mam,Mam,1,No fixed stress,15.0,-91.8333333333,Mayan,Mayan,Phonology
mms,Mamasa,6,Penultimate,-3.08333333333,119.666666667,South Sulawesi,Austronesian,Phonology
mnm,Manam,1,No fixed stress,-4.0,145.0,Oceanic,Austronesian,Phonology
mnd,Mandarin,1,No fixed stress,34.0,110.0,Chinese,Sino-Tibetan,Phonology
myi,Mangarrayi,6,Penultimate,-14.6666666667,133.5,Mangarrayi,Mangarrayi-Maran,Phonology
mng,Manggarai,1,No fixed stress,-8.5,120.333333333,Central Malayo-Polynesian,Austronesian,Phonology
mns,Mansi,2,Initial,62.0,62.0,Ugric,Uralic,Phonology
mnj,Mantjiltjara,2,Initial,-22.6666666667,125.083333333,Western Pama-Nyungan,Pama-Nyungan,Phonology
mnx,Manx,2,Initial,54.1666666667,-4.5,Celtic,Indo-European,Phonology
mao,Maori,1,No fixed stress,-40.0,176.0,Oceanic,Austronesian,Phonology
map,Mapudungun,3,Second,-38.0,-72.0,Araucanian,Araucanian,Phonology
mku,Maranungku,2,Initial,-13.6666666667,130.0,Wagaydy,Western Daly,Phonology
mny,Margany,2,Initial,-27.0,144.5,Northern Pama-Nyungan,Pama-Nyungan,Phonology
mah,Mari (Hill),1,No fixed stress,57.0,58.0,Mari,Uralic,Phonology
mme,Mari (Meadow),1,No fixed stress,57.0,48.0,Mari,Uralic,Phonology
mar,Maricopa,7,Ultimate,33.1666666667,-113.166666667,Yuman,Hokan,Phonology
mrd,Marind,7,Ultimate,-7.83333333333,140.166666667,Marind-Yaqay,Trans-New Guinea,Phonology
mrt,Martuthunira,2,Initial,-20.8333333333,116.5,Western Pama-Nyungan,Pama-Nyungan,Phonology
mau,Maung,6,Penultimate,-11.9166666667,133.5,Iwaidjan,Iwaidjan,Phonology
may,Maybrat,2,Initial,-1.33333333333,132.5,Maybrat,Maybrat,Phonology
myy,Mayi-Yapi,2,Initial,-20.0,141.0,Northern Pama-Nyungan,Pama-Nyungan,Phonology
mbb,Mbabaram,3,Second,-17.1666666667,145.0,Northern Pama-Nyungan,Pama-Nyungan,Phonology
meb,Melayu Betawi,1,No fixed stress,-6.5,107.0,Creoles and Pidgins,other,Phonology
men,Menomini,1,No fixed stress,45.5,-88.3333333333,Algonquian,Algic,Phonology
mnt,Mentawai,6,Penultimate,-1.5,99.0,Northwest Sumatra-Barrier Islands,Austronesian,Phonology
mta,Mentuh Tapuh,7,Ultimate,1.25,111.0,Land Dayak,Austronesian,Phonology
mea,Meyah,1,No fixed stress,-1.16666666667,133.5,East Bird's Head,East Bird's Head,Phonology
min,Minangkabau,6,Penultimate,-1.0,101.0,Malayo-Sumbawan,Austronesian,Phonology
mis,Miskito,2,Initial,14.0,-83.6666666667,Misumalpan,Misumalpan,Phonology
mcs,Miwok (Central Sierra),1,No fixed stress,38.0,-120.333333333,Miwok,Penutian,Phonology
mwn,Miwok (Northern Sierra),1,No fixed stress,38.3333333333,-120.666666667,Miwok,Penutian,Phonology
mss,Miwok (Southern Sierra),1,No fixed stress,37.5,-120.0,Miwok,Penutian,Phonology
moh,Mohawk,6,Penultimate,43.5,-74.25,Northern Iroquoian,Iroquoian,Phonology
mgd,Mongondow,6,Penultimate,0.666666666667,124.0,Greater Central Philippine,Austronesian,Phonology
mmo,Mordvin (Moksha),1,No fixed stress,54.0,44.0,Mordvin,Uralic,Phonology
mna,Muna,6,Penultimate,-5.0,122.5,Celebic,Austronesian,Phonology
mun,Mundari,1,No fixed stress,23.0,84.6666666667,Munda,Austro-Asiatic,Phonology
mse,Munsee,1,No fixed stress,41.5,-74.6666666667,Algonquian,Algic,Phonology
mrk,Murik,1,No fixed stress,-3.83333333333,144.25,Lower Sepik,Ramu-Lower Sepik,Phonology
mrl,Murle,1,No fixed stress,6.5,33.5,South Surmic,Eastern Sudanic,Phonology
mrw,Muruwari,1,No fixed stress,-28.75,147.0,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
nht,Nahuatl (Tetelcingo),6,Penultimate,19.6666666667,-99.0,Aztecan,Uto-Aztecan,Phonology
nbb,Nambas (Big),6,Penultimate,-16.0833333333,167.2,Oceanic,Austronesian,Phonology
nmb,Nambikuára (Southern),7,Ultimate,-14.0,-59.5,Nambikuaran,Nambikuaran,Phonology
npu,Napu,6,Penultimate,-1.33333333333,120.416666667,Celebic,Austronesian,Phonology
nav,Navajo,1,No fixed stress,36.33,-109.38,Athapaskan,Na-Dene,Phonology
ndy,Ndyuka,1,No fixed stress,4.5,-54.5,Creoles and Pidgins,other,Phonology
ntu,Nenets,2,Initial,70.0,76.0,Samoyedic,Uralic,Phonology
nne,Nengone,6,Penultimate,-21.5,168.0,Oceanic,Austronesian,Phonology
naj,Neo-Aramaic (Arbel Jewish),6,Penultimate,36.3833,44.0,Semitic,Afro-Asiatic,Phonology
nsy,Neo-Aramaic (Assyrian),6,Penultimate,36.0,41.0,Semitic,Afro-Asiatic,Phonology
nep,Nepali,1,No fixed stress,28.0,85.0,Indic,Indo-European,Phonology
nez,Nez Perce,1,No fixed stress,46.0,-116.0,Sahaptian,Penutian,Phonology
ngd,Ngad'a,1,No fixed stress,-8.83333333333,121.0,Central Malayo-Polynesian,Austronesian,Phonology
ngl,Ngalakan,6,Penultimate,-14.25,134.0,Eastern Gunwinyguan,Gunwinyguan,Phonology
nkb,Ngalkbun,6,Penultimate,-13.5,134.833333333,Marne,Gunwinyguan,Phonology
ngr,Ngarinyeri,2,Initial,-36.0,140.0,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
ngi,Ngiyambaa,1,No fixed stress,-31.75,145.5,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
nia,Nias,6,Penultimate,1.0,97.75,Northwest Sumatra-Barrier Islands,Austronesian,Phonology
nin,Ningil,2,Initial,-3.5,142.25,East Wapei,Torricelli,Phonology
niv,Nivkh,2,Initial,53.3333333333,142.0,Nivkh,Nivkh,Phonology
nor,Norwegian,1,No fixed stress,61.0,8.0,Germanic,Indo-European,Phonology
nua,Nuaulu,6,Penultimate,-3.25,129.166666667,Central Malayo-Polynesian,Austronesian,Phonology
nbd,Nubian (Dongolese),1,No fixed stress,18.25,30.75,Nubian,Eastern Sudanic,Phonology
nug,Nunggubuyu,6,Penultimate,-13.75,135.666666667,Nunggubuyu,Gunwinyguan,Phonology
nbo,Nyambo,2,Initial,-1.0,31.3333333333,Bantu,Niger-Congo,Phonology
nya,Nyawaygi,1,No fixed stress,-19.0,146.166666667,Northern Pama-Nyungan,Pama-Nyungan,Phonology
nju,Nyungar,2,Initial,-33.75,122.0,Western Pama-Nyungan,Pama-Nyungan,Phonology
obk,Obokuitai,1,No fixed stress,-3.0,138.0,East Tariku,Lakes Plain,Phonology
occ,Occitan,1,No fixed stress,44.0,2.0,Romance,Indo-European,Phonology
olm,Oloh Mangtangai,6,Penultimate,-0.833333333333,113.0,Barito,Austronesian,Phonology
ond,Oneida,6,Penultimate,43.0,-75.6666666667,Northern Iroquoian,Iroquoian,Phonology
ono,Ono,2,Initial,-6.16666666667,147.583333333,Huon,Trans-New Guinea,Phonology
orc,Oroch,7,Ultimate,50.3333333333,137.5,Tungusic,Altaic,Phonology
oss,Ossetic,1,No fixed stress,43.0,44.0,Iranian,Indo-European,Phonology
oto,Oto,1,No fixed stress,40.5,-96.0,Mississippi Valley Siouan,Siouan,Phonology
pkn,Paakantyi,2,Initial,-32.5,142.5,Central Pama-Nyungan,Pama-Nyungan,Phonology
pms,Paamese,5,Antepenultimate,-16.5,168.25,Oceanic,Austronesian,Phonology
pad,Padoe,6,Penultimate,-2.33333333333,121.333333333,Celebic,Austronesian,Phonology
pag,Pagu,6,Penultimate,1.25,127.75,North Halmaheran,North Halmaheran,Phonology
put,Paiute (Southern),3,Second,37.8333333333,-113.333333333,Northern Uto-Aztecan,Uto-Aztecan,Phonology
pai,Paiwan,6,Penultimate,22.5,120.833333333,Paiwan,Austronesian,Phonology
pna,Pamona,6,Penultimate,-1.75,120.833333333,Celebic,Austronesian,Phonology
psh,Pashto,1,No fixed stress,33.0,67.0,Iranian,Indo-European,Phonology
psm,Passamaquoddy-Maliseet,1,No fixed stress,45.0,-67.0,Algonquian,Algic,Phonology
plh,Paulohi,6,Penultimate,-3.25,128.75,Central Malayo-Polynesian,Austronesian,Phonology
pau,Paumarí,5,Antepenultimate,-6.0,-64.0,Arauan,Arauan,Phonology
prs,Persian,7,Ultimate,32.0,54.0,Iranian,Indo-European,Phonology
pin,Pintupi,2,Initial,-23.0,129.0,Western Pama-Nyungan,Pama-Nyungan,Phonology
prh,Pirahã,1,No fixed stress,-7.0,-62.0,Mura,Mura,Phonology
pir,Piro,6,Penultimate,-11.0,-73.5,Purus,Arawakan,Phonology
pit,Pitjantjatjara,2,Initial,-26.0,130.0,Western Pama-Nyungan,Pama-Nyungan,Phonology
ppi,Pitta Pitta,2,Initial,-22.8333333333,140.0,Central Pama-Nyungan,Pama-Nyungan,Phonology
pkm,Pokomchí,7,Ultimate,15.4166666667,-90.5,Mayan,Mayan,Phonology
plb,Polabian,1,No fixed stress,51.0,12.8333333333,Slavic,Indo-European,Phonology
pol,Polish,6,Penultimate,52.0,20.0,Slavic,Indo-European,Phonology
pme,Pomo (Eastern),3,Second,39.0,-122.666666667,Pomoan,Hokan,Phonology
por,Portuguese,1,No fixed stress,39.0,-8.0,Romance,Indo-European,Phonology
plp,Pulopetak,6,Penultimate,1.41666666667,109.833333333,Barito,Austronesian,Phonology
pul,Puluwat,1,No fixed stress,7.33333333333,149.333333333,Oceanic,Austronesian,Phonology
pur,Purépecha,2,Initial,19.5,-101.666666667,Tarascan,Tarascan,Phonology
que,Quechan,7,Ultimate,32.8333333333,-114.333333333,Yuman,Hokan,Phonology
qay,Quechua (Ayacucho),6,Penultimate,-14.0,-74.0,Quechuan,Quechuan,Phonology
qim,Quechua (Imbabura),6,Penultimate,0.333333333333,-78.0,Quechuan,Quechuan,Phonology
qch,Quiché,7,Ultimate,15.0,-91.4166666667,Mayan,Mayan,Phonology
ram,Rama,1,No fixed stress,11.75,-83.75,Rama,Chibchan,Phonology
rap,Rapanui,6,Penultimate,-27.1166666667,-109.366666667,Oceanic,Austronesian,Phonology
rit,Ritharngu,2,Initial,-12.8333333333,135.5,Western Pama-Nyungan,Pama-Nyungan,Phonology
rnr,Romani (North Russian),7,Ultimate,60.0,38.0,Indic,Indo-European,Phonology
