Ian Maddieson. 2013. Syllable Structure.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/12, Accessed on 2026-08-25.)

wals code	name	value	description	latitude	longitude	genus	family	area
cac	Cacua	2	Moderately complex	1.08333333333	-70.0	Cacua-Nukak	Cacua-Nukak	Phonology
cad	Caddo	2	Moderately complex	33.3333333333	-93.5	Caddo	Caddoan	Phonology
cah	Cahuilla	3	Complex	33.5	-116.25	Northern Uto-Aztecan	Uto-Aztecan	Phonology
cax	Campa (Axininca)	2	Moderately complex	-12.0	-74.0	Pre-Andine Arawakan	Arawakan	Phonology
cam	Camsá	3	Complex	1.16666666667	-77.0	Camsá	Camsá	Phonology
cnl	Canela	3	Complex	-7.0	-45.0	Je Setentrional	Macro-Ge	Phonology
cnt	Cantonese	2	Moderately complex	23.0	113.0	Chinese	Sino-Tibetan	Phonology
car	Carib	2	Moderately complex	5.5	-56.0	Cariban	Cariban	Phonology
ctl	Catalan	2	Moderately complex	41.75	2.0	Romance	Indo-European	Phonology
cyv	Cayuvava	1	Simple	-13.5	-65.5	Cayuvava	Cayuvava	Phonology
chw	Cham (Western)	3	Complex	12.0	105.5	Malayo-Sumbawan	Austronesian	Phonology
cha	Chamorro	2	Moderately complex	13.45	144.75	Chamorro	Austronesian	Phonology
chl	Chehalis (Upper)	3	Complex	46.5833333333	-123.0	Tsamosan	Salishan	Phonology
che	Cherokee	2	Moderately complex	35.5	-83.5	Southern Iroquoian	Iroquoian	Phonology
cck	Chickasaw	2	Moderately complex	34.0	-88.0	Muskogean	Muskogean	Phonology
cti	Chin (Tiddim)	2	Moderately complex	23.3333333333	93.6666666667	Kuki-Chin	Sino-Tibetan	Phonology
cle	Chinantec (Lealao)	2	Moderately complex	17.3333333333	-95.9166666667	Chinantecan	Oto-Manguean	Phonology
chq	Chinantec (Quiotepec)	1	Simple	17.5833333333	-96.6666666667	Chinantecan	Oto-Manguean	Phonology
chp	Chipewyan	2	Moderately complex	59.0	-106.0	Athapaskan	Na-Dene	Phonology
chk	Chukchi	3	Complex	67.0	-173.0	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	Phonology
chv	Chuvash	3	Complex	55.5	47.5	Turkic	Altaic	Phonology
cil	CiLuba	2	Moderately complex	-6.0	22.0	Bantu	Niger-Congo	Phonology
ccp	Cocopa	3	Complex	32.3333333333	-115.0	Yuman	Hokan	Phonology
cmn	Comanche	2	Moderately complex	33.5	-101.5	Northern Uto-Aztecan	Uto-Aztecan	Phonology
coo	Coos (Hanis)	3	Complex	43.5	-124.166666667	Coosan	Oregon Coast	Phonology
cre	Cree (Plains)	2	Moderately complex	54.0	-110.0	Algonquian	Algic	Phonology
cub	Cubeo	1	Simple	1.33333333333	-70.5	Tucanoan	Tucanoan	Phonology
dad	Dadibi	2	Moderately complex	-6.55	144.583333333	Teberan	Teberan-Pawaian	Phonology
dag	Daga	2	Moderately complex	-10.0	149.333333333	Dagan	Trans-New Guinea	Phonology
dgb	Dagbani	2	Moderately complex	9.58333333333	-0.5	Oti-Volta	Niger-Congo	Phonology
dgr	Dagur	3	Complex	48.0	124.0	Mongolic	Altaic	Phonology
ddf	Daju (Dar Fur)	2	Moderately complex	12.25	25.25	Daju	Eastern Sudanic	Phonology
dan	Dan	2	Moderately complex	7.5	-8.0	Eastern Mande	Mande	Phonology
dnw	Dangaléat (Western)	2	Moderately complex	12.1666666667	18.3333333333	East Chadic	Afro-Asiatic	Phonology
dni	Dani (Lower Grand Valley)	2	Moderately complex	-4.33333333333	138.833333333	Dani	Trans-New Guinea	Phonology
dar	Darai	2	Moderately complex	24.0	84.0	Indic	Indo-European	Phonology
det	Deti	2	Moderately complex	-20.5	24.5	Khoe-Kwadi	Khoe-Kwadi	Phonology
din	Dinka	2	Moderately complex	8.5	28.0	Western Nilotic	Eastern Sudanic	Phonology
dio	Diola-Fogny	3	Complex	13.0	-16.25	Jola	Niger-Congo	Phonology
diy	Diyari	2	Moderately complex	-28.0	139.0	Central Pama-Nyungan	Pama-Nyungan	Phonology
diz	Dizi	3	Complex	6.16666666667	36.5	Dizoid	Afro-Asiatic	Phonology
djp	Djapu	3	Complex	-12.6666666667	136.0	Western Pama-Nyungan	Pama-Nyungan	Phonology
der	Dla (Proper)	2	Moderately complex	-3.58333333333	141.0	Senagi	Senagi	Phonology
don	Dong (Southern)	2	Moderately complex	27.0	109.0	Kam-Tai	Tai-Kadai	Phonology
doy	Doyayo	3	Complex	8.66666666667	13.0833333333	Samba-Duru	Niger-Congo	Phonology
dre	Drehu	2	Moderately complex	-21.0	167.25	Oceanic	Austronesian	Phonology
dyi	Dyirbal	2	Moderately complex	-17.8333333333	145.583333333	Northern Pama-Nyungan	Pama-Nyungan	Phonology
efi	Efik	2	Moderately complex	4.91666666667	8.5	Lower Cross	Niger-Congo	Phonology
eja	Ejagham	2	Moderately complex	5.41666666667	8.66666666667	Ekoid-Mbe	Niger-Congo	Phonology
eka	Ekari	1	Simple	-3.83333333333	135.5	Paniai Lakes	Trans-New Guinea	Phonology
eng	English	3	Complex	52.0	0.0	Germanic	Indo-European	Phonology
epe	Epena Pedee	2	Moderately complex	3.0	-77.0	Choco	Choco	Phonology
eve	Evenki	2	Moderately complex	56.0	125.0	Tungusic	Altaic	Phonology
ewe	Ewe	2	Moderately complex	6.33333333333	0.416666666667	Gbe	Niger-Congo	Phonology
ewo	Ewondo	2	Moderately complex	4.0	12.0	Bantu	Niger-Congo	Phonology
eya	Eyak	3	Complex	60.5	-145.0	Eyak	Na-Dene	Phonology
fas	Fasu	1	Simple	-6.58333333333	143.333333333	Fasu	Trans-New Guinea	Phonology
fef	Fe'fe'	2	Moderately complex	5.25	10.1666666667	Wide Grassfields	Niger-Congo	Phonology
fij	Fijian	1	Simple	-17.8333333333	178.0	Oceanic	Austronesian	Phonology
fin	Finnish	2	Moderately complex	62.0	25.0	Finnic	Uralic	Phonology
fre	French	3	Complex	48.0	2.0	Romance	Indo-European	Phonology
ful	Fulniô	3	Complex	-8.0	-37.5	Fulniô	Fulniô	Phonology
fur	Fur	2	Moderately complex	13.5	25.0	Fur	Fur	Phonology
fuz	Fuzhou	2	Moderately complex	26.0	119.5	Chinese	Sino-Tibetan	Phonology
fye	Fyem	2	Moderately complex	9.58333333333	9.33333333333	Benue-Congo Plateau	Niger-Congo	Phonology
gds	Gadsup	2	Moderately complex	-6.25	146.0	Gauwa	Trans-New Guinea	Phonology
gar	Garo	2	Moderately complex	25.6666666667	90.5	Brahmaputran	Sino-Tibetan	Phonology
grr	Garrwa	2	Moderately complex	-17.0833333333	137.166666667	Garrwan	Garrwan	Phonology
gbb	Gbeya Bossangoa	2	Moderately complex	6.66666666667	17.5	Gbaya-Manza-Ngbaka	Niger-Congo	Phonology
gla	Gelao	2	Moderately complex	22.9166666667	105.5	Kadai	Tai-Kadai	Phonology
geo	Georgian	3	Complex	42.0	44.0	Kartvelian	Kartvelian	Phonology
ger	German	3	Complex	52.0	10.0	Germanic	Indo-European	Phonology
goo	Gooniyandi	2	Moderately complex	-18.3333333333	126.333333333	Bunuban	Bunuban	Phonology
gan	Great Andamanese	2	Moderately complex	12.0	92.6666666667	Great Andamanese	Great Andamanese	Phonology
grb	Grebo	1	Simple	5.0	-8.0	Kru	Niger-Congo	Phonology
grk	Greek (Modern)	3	Complex	39.0	22.0	Greek	Indo-European	Phonology
grw	Greenlandic (West)	2	Moderately complex	64.0	-51.0	Eskimo	Eskimo-Aleut	Phonology
gmb	Guambiano	2	Moderately complex	2.5	-76.6666666667	Barbacoan	Barbacoan	Phonology
gua	Guaraní	1	Simple	-26.0	-56.0	Maweti-Guarani	Tupian	Phonology
gwa	Gwari	3	Complex	9.5	7.0	Nupoid	Niger-Congo	Phonology
ga	Gã	2	Moderately complex	5.66666666667	-0.166666666667	Ga-Dangme	Niger-Congo	Phonology
had	Hadza	1	Simple	-3.75	35.1666666667	Hadza	Hadza	Phonology
hai	Haida	3	Complex	53.0	-132.0	Haida	Haida	Phonology
hak	Hakka	2	Moderately complex	25.0	116.0	Chinese	Sino-Tibetan	Phonology
hmr	Hamer	2	Moderately complex	5.0	36.5	South Omotic	Afro-Asiatic	Phonology
ham	Hamtai	3	Complex	-7.5	146.25	Nuclear Angan	Trans-New Guinea	Phonology
hau	Hausa	2	Moderately complex	12.0	7.0	West Chadic	Afro-Asiatic	Phonology
haw	Hawaiian	1	Simple	19.5833333333	-155.5	Oceanic	Austronesian	Phonology
hba	Hebrew (Modern Ashkenazic)	3	Complex	31.75	35.1666666667	Semitic	Afro-Asiatic	Phonology
hin	Hindi	3	Complex	25.0	77.0	Indic	Indo-European	Phonology
hix	Hixkaryana	2	Moderately complex	-1.0	-59.0	Cariban	Cariban	Phonology
hmo	Hmong Njua	2	Moderately complex	28.0	105.0	Hmongic	Hmong-Mien	Phonology
hop	Hopi	3	Complex	36.0	-110.0	Northern Uto-Aztecan	Uto-Aztecan	Phonology
htc	Huastec	2	Moderately complex	22.0833333333	-99.3333333333	Mayan	Mayan	Phonology
hve	Huave (San Mateo del Mar)	2	Moderately complex	16.2166666667	-95.0	Huavean	Huavean	Phonology
hum	Huitoto (Murui)	1	Simple	-1.0	-73.5	Witoto	Witotoan	Phonology
hun	Hungarian	3	Complex	47.0	20.0	Ugric	Uralic	Phonology
hzb	Hunzib	2	Moderately complex	42.1666666667	46.25	Avar-Andic-Tsezic	Nakh-Daghestanian	Phonology
hup	Hupa	3	Complex	41.0833333333	-123.666666667	Athapaskan	Na-Dene	Phonology
iaa	Iaai	2	Moderately complex	-20.4166666667	166.583333333	Oceanic	Austronesian	Phonology
iba	Iban	2	Moderately complex	2.0	112.0	Malayo-Sumbawan	Austronesian	Phonology
igb	Igbo	1	Simple	6.0	7.33333333333	Igboid	Niger-Congo	Phonology
ijo	Ijo (Kolokuma)	1	Simple	4.91666666667	5.66666666667	Ijoid	Ijoid	Phonology
ik	Ik	3	Complex	3.75	34.1666666667	Kuliak	Eastern Sudanic	Phonology
ika	Ika	2	Moderately complex	10.6666666667	-73.75	Arhuacic	Chibchan	Phonology
imo	Imonda	3	Complex	-3.33333333333	141.166666667	Border	Border	Phonology
ind	Indonesian	3	Complex	0.0	106.0	Malayo-Sumbawan	Austronesian	Phonology
igs	Ingessana	2	Moderately complex	11.5	34.0	Eastern Jebel	Eastern Sudanic	Phonology
ing	Ingush	3	Complex	43.1666666667	45.0833333333	Nakh	Nakh-Daghestanian	Phonology
irx	Iranxe	2	Moderately complex	-13.0	-58.0	Iranxe	Iranxe	Phonology
irq	Iraqw	2	Moderately complex	-4.0	35.5	Southern Cushitic	Afro-Asiatic	Phonology
irr	Irarutu	2	Moderately complex	-3.0	133.5	South Halmahera - West New Guinea	Austronesian	Phonology
ird	Irish (Donegal)	3	Complex	55.0	-8.0	Celtic	Indo-European	Phonology
iso	Isoko	2	Moderately complex	5.5	6.25	Edoid	Niger-Congo	Phonology
ite	Itelmen	3	Complex	57.0	157.5	Southern Chukotko-Kamchatkan	Chukotko-Kamchatkan	Phonology
ito	Itonama	2	Moderately complex	-12.8333333333	-64.3333333333	Itonama	Itonama	Phonology
iva	Ivatan	2	Moderately complex	20.5	122.0	Batanic	Austronesian	Phonology
jak	Jakaltek	2	Moderately complex	15.6666666667	-91.6666666667	Mayan	Mayan	Phonology
jpn	Japanese	2	Moderately complex	37.0	140.0	Japanese	Japanese	Phonology
jpr	Japreria	2	Moderately complex	10.5	-73.0	Cariban	Cariban	Phonology
jaq	Jaqaru	2	Moderately complex	-13.0	-76.0	Aymaran	Aymaran	Phonology
jeb	Jebero	2	Moderately complex	-5.41666666667	-76.5	Cahuapanan	Cahuapanan	Phonology
jeh	Jeh	3	Complex	15.1666666667	107.833333333	Bahnaric	Austro-Asiatic	Phonology
jng	Jingpho	2	Moderately complex	25.4166666667	97.0	Brahmaputran	Sino-Tibetan	Phonology
jom	Jomang	2	Moderately complex	10.5833333333	30.5	Talodi	Kordofanian	Phonology
juh	Ju|'hoan	1	Simple	-19.0	21.0	Ju-Kung	Kxa	Phonology
kad	Kadugli	2	Moderately complex	11.0	29.6666666667	Kadugli	Kadu	Phonology
kng	Kaingang	2	Moderately complex	-26.0	-52.0	Je Meridional	Macro-Ge	Phonology
kly	Kala Lagaw Ya	3	Complex	-10.1166666667	142.116666667	Northern Pama-Nyungan	Pama-Nyungan	Phonology
kal	Kalami	2	Moderately complex	35.5	72.5	Indic	Indo-European	Phonology
kgu	Kalkatungu	2	Moderately complex	-21.0	139.5	Northern Pama-Nyungan	Pama-Nyungan	Phonology
knk	Kanakuru	2	Moderately complex	10.0	12.0	West Chadic	Afro-Asiatic	Phonology
knd	Kannada	3	Complex	14.0	76.0	Dravidian	Dravidian	Phonology
knr	Kanuri	2	Moderately complex	12.0	13.0	Western Saharan	Saharan	Phonology
ksg	Karen (Sgaw)	2	Moderately complex	18.0	97.0	Karen	Sino-Tibetan	Phonology
kyl	Kayah Li (Eastern)	2	Moderately complex	19.0	97.5	Karen	Sino-Tibetan	Phonology
kay	Kayardild	2	Moderately complex	-17.05	139.5	Tangkic	Tangkic	Phonology
ked	Kedang	2	Moderately complex	-8.25	123.75	Central Malayo-Polynesian	Austronesian	Phonology
kef	Kefa	2	Moderately complex	7.25	36.25	Ta-Ne-Omotic	Afro-Asiatic	Phonology
ker	Kera	2	Moderately complex	9.83333333333	15.0833333333	East Chadic	Afro-Asiatic	Phonology
ket	Ket	3	Complex	64.0	87.0	Yeniseian	Yeniseian	Phonology
kew	Kewa	1	Simple	-6.5	143.833333333	Enga_Kewa-Huli	Trans-New Guinea	Phonology
kty	Khanty	2	Moderately complex	65.0	65.0	Ugric	Uralic	Phonology
khr	Kharia	2	Moderately complex	22.5	84.3333333333	Munda	Austro-Asiatic	Phonology
khs	Khasi	3	Complex	25.5	92.0	Khasian	Austro-Asiatic	Phonology
khm	Khmer	3	Complex	12.5	105.0	Khmer	Austro-Asiatic	Phonology
kmu	Khmu'	3	Complex	21.0	102.0	Khmuic	Austro-Asiatic	Phonology
klv	Kilivila	2	Moderately complex	-8.5	151.083333333	Oceanic	Austronesian	Phonology
kio	Kiowa	2	Moderately complex	37.0	-99.0	Kiowa-Tanoan	Kiowa-Tanoan	Phonology
kgz	Kirghiz	3	Complex	42.0	75.0	Turkic	Altaic	Phonology
krb	Kiribati	2	Moderately complex	1.33333333333	173.0	Oceanic	Austronesian	Phonology
kss	Kisi (Southern)	2	Moderately complex	8.5	-10.25	Southern Mel	Niger-Congo	Phonology
kiw	Kiwai (Southern)	1	Simple	-8.0	143.5	Kiwaian	Trans-New Guinea	Phonology
klm	Klamath	3	Complex	42.5	-121.5	Klamath-Modoc	Penutian	Phonology
kla	Klao	1	Simple	4.75	-8.75	Kru	Niger-Congo	Phonology
koa	Koasati	2	Moderately complex	34.8333333333	-85.1666666667	Muskogean	Muskogean	Phonology
kob	Kobon	2	Moderately complex	-5.16666666667	144.333333333	Kalam-Kobon	Trans-New Guinea	Phonology
koi	Koiari	1	Simple	-9.5	147.333333333	Koiarian	Trans-New Guinea	Phonology
kzy	Komi-Zyrian	3	Complex	65.0	55.0	Permic	Uralic	Phonology
kom	Komo	2	Moderately complex	8.75	33.75	Koman	Koman	Phonology
kor	Korean	2	Moderately complex	37.5	128.0	Korean	Korean	Phonology
kfe	Koromfe	2	Moderately complex	14.25	-0.916666666667	Koromfe	Niger-Congo	Phonology
kry	Koryak	3	Complex	61.0	167.0	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	Phonology
kot	Kota	3	Complex	11.5	77.1666666667	Dravidian	Dravidian	Phonology
ktk	Kotoko	3	Complex	11.3333333333	15.3333333333	Biu-Mandara	Afro-Asiatic	Phonology
koy	Koya	3	Complex	17.5	81.3333333333	Dravidian	Dravidian	Phonology
kch	Koyra Chiini	2	Moderately complex	17.0	-3.0	Songhay	Songhay	Phonology
kpa	Kpan	3	Complex	7.58333333333	10.1666666667	Jukunoid	Niger-Congo	Phonology
kpe	Kpelle	2	Moderately complex	7.0	-10.0	Western Mande	Mande	Phonology
kro	Krongo	2	Moderately complex	10.5	30.0	Kadugli	Kadu	Phonology
kya	Kuku-Yalanji	2	Moderately complex	-16.0	145.0	Northern Pama-Nyungan	Pama-Nyungan	Phonology
kul	Kullo	2	Moderately complex	6.75	37.0833333333	Ta-Ne-Omotic	Afro-Asiatic	Phonology
kun	Kuna	2	Moderately complex	8.0	-77.3333333333	Kuna	Chibchan	Phonology
knm	Kunama	2	Moderately complex	14.5	37.0	Kunama	Kunama	Phonology
kmp	Kunimaipa	2	Moderately complex	-8.0	146.833333333	Core Goilalan	Trans-New Guinea	Phonology
krd	Kurdish (Central)	3	Complex	36.0	44.0	Iranian	Indo-European	Phonology
kut	Kutenai	3	Complex	49.5	-116.0	Kutenai	Kutenai	Phonology
kwa	Kwaio	1	Simple	-8.95	161.0	Oceanic	Austronesian	Phonology
kwk	Kwakw'ala	3	Complex	51.0	-127.0	Northern Wakashan	Wakashan	Phonology
kwo	Kwoma	2	Moderately complex	-4.16666666667	142.75	Nukuma	Sepik	Phonology
lad	Ladakhi	3	Complex	34.0	78.0	Bodic	Sino-Tibetan	Phonology
lah	Lahu	2	Moderately complex	20.0	98.1666666667	Burmese-Lolo	Sino-Tibetan	Phonology
lak	Lak	3	Complex	42.1666666667	47.1666666667	Lak	Nakh-Daghestanian	Phonology
lkt	Lakhota	3	Complex	43.8333333333	-101.833333333	Mississippi Valley Siouan	Siouan	Phonology
lkk	Lakkia	2	Moderately complex	24.0833333333	110.166666667	Kadai	Tai-Kadai	Phonology
lan	Lango	2	Moderately complex	2.16666666667	33.0	Western Nilotic	Eastern Sudanic	Phonology
lat	Latvian	3	Complex	57.0	24.0	Baltic	Indo-European	Phonology
lav	Lavukaleve	2	Moderately complex	-9.08333333333	159.2	Lavukaleve	Solomons East Papuan	Phonology
llm	Lelemi	1	Simple	7.33333333333	0.5	Na-Togo	Niger-Congo	Phonology
len	Lenakel	2	Moderately complex	-19.45	169.25	Oceanic	Austronesian	Phonology
lep	Lepcha	3	Complex	27.1666666667	88.5	Himalayish	Sino-Tibetan	Phonology
lez	Lezgian	3	Complex	41.6666666667	47.8333333333	Lezgic	Nakh-Daghestanian	Phonology
lit	Lithuanian	3	Complex	55.0	24.0	Baltic	Indo-European	Phonology
lua	Lua	2	Moderately complex	9.75	17.75	Bua	Niger-Congo	Phonology
lug	Lugbara	2	Moderately complex	3.08333333333	30.9166666667	Moru-Ma'di	Central Sudanic	Phonology
luo	Luo	2	Moderately complex	-0.5	34.75	Western Nilotic	Eastern Sudanic	Phonology
lus	Lushootseed	3	Complex	48.0	-122.0	Central Salish	Salishan	Phonology
kkv	Lusi	2	Moderately complex	-5.58333333333	149.666666667	Oceanic	Austronesian	Phonology
luv	Luvale	1	Simple	-12.0	22.0	Bantu	Niger-Congo	Phonology
lu	Lü	2	Moderately complex	22.0	100.666666667	Kam-Tai	Tai-Kadai	Phonology
mya	Ma'ya	2	Moderately complex	-1.25	130.916666667	South Halmahera - West New Guinea	Austronesian	Phonology
maa	Maasai	2	Moderately complex	-3.0	36.0	Eastern Nilotic	Eastern Sudanic	Phonology
mab	Maba	3	Complex	13.75	20.8333333333	Maban	Maban	Phonology
mne	Maidu (Northeast)	2	Moderately complex	40.0	-120.666666667	Maiduan	Penutian	Phonology
